year,month,year_month,genre,plays,unique_tracks,unique_artists,total_minutes,avg_danceability,avg_energy,avg_valence
2020,7,2020-07,Hard Rock,43,33,4,139.1,0.408,0.562,0.477
2020,7,2020-07,Indie Rock,1,1,1,4.4,0.77,0.43,0.857
2020,7,2020-07,Latin Rock,17,17,2,65.4,0.518,0.564,0.449
2020,7,2020-07,Metal,5,5,4,22.2,0.44,0.547,0.425
2020,7,2020-07,Other,855,643,206,2545.4,0.457,0.518,0.472
2020,7,2020-07,Pop,67,44,7,191.5,0.59,0.477,0.433
2020,7,2020-07,Pop Rock,157,77,3,447.0,0.598,0.465,0.513
2020,7,2020-07,Post-Hardcore,1,1,1,0.6,0.612,0.194,0.472
2020,7,2020-07,Power Metal,19,14,1,51.7,0.396,0.569,0.487
2020,7,2020-07,Progressive Metal,44,28,4,206.0,0.554,0.529,0.45
2020,7,2020-07,Progressive Rock,43,34,4,157.5,0.492,0.476,0.507
2020,7,2020-07,Symphonic Metal,5,4,1,13.1,0.542,0.534,0.696
2020,8,2020-08,Alternative Rock,38,33,4,125.3,0.484,0.439,0.457
2020,8,2020-08,Blues,2,1,1,6.1,0.236,0.356,0.887
2020,8,2020-08,Classic Rock,7,7,3,11.5,0.509,0.756,0.608
2020,8,2020-08,Classical,1,1,1,2.6,0.723,0.713,0.57
2020,8,2020-08,Electronic,4,4,3,11.4,0.55,0.5,0.354
2020,8,2020-08,Grunge,8,6,2,32.8,0.4,0.696,0.411
2020,8,2020-08,Hard Rock,64,48,3,203.0,0.392,0.534,0.488
2020,8,2020-08,Latin Rock,2,2,1,0.0,0.372,0.412,0.316
2020,8,2020-08,Metal,7,7,2,26.7,0.534,0.751,0.434
2020,8,2020-08,Other,1060,777,209,2671.5,0.516,0.488,0.482
2020,8,2020-08,Pop,220,89,10,602.6,0.562,0.481,0.473
2020,8,2020-08,Pop Rock,17,12,3,46.2,0.551,0.374,0.515
2020,8,2020-08,Post-Rock,1,1,1,0.1,0.438,0.528,0.264
2020,8,2020-08,Power Metal,27,24,1,105.9,0.488,0.472,0.521
2020,8,2020-08,Progressive Metal,34,29,3,153.5,0.529,0.502,0.5
2020,8,2020-08,Progressive Rock,23,22,5,79.1,0.425,0.464,0.551
2020,8,2020-08,Punk Rock,2,2,1,1.5,0.799,0.624,0.15
2020,8,2020-08,R&B,2,2,1,0.2,0.432,0.548,0.33
2020,8,2020-08,Soundtrack,38,37,4,100.7,0.44,0.498,0.468
2020,8,2020-08,Symphonic Metal,25,20,1,71.3,0.575,0.57,0.392
2020,9,2020-09,Alternative Rock,24,24,7,68.9,0.448,0.574,0.458
2020,9,2020-09,Classic Rock,10,10,4,35.0,0.502,0.562,0.492
2020,9,2020-09,Electronic,32,19,1,85.2,0.42,0.485,0.509
2020,9,2020-09,Grunge,9,8,2,33.8,0.458,0.576,0.56
2020,9,2020-09,Hard Rock,14,11,2,51.4,0.384,0.505,0.465
2020,9,2020-09,Indie Rock,3,3,2,14.5,0.712,0.636,0.645
2020,9,2020-09,Metal,7,7,3,19.4,0.504,0.565,0.455
2020,9,2020-09,Other,1086,842,303,3462.7,0.489,0.507,0.476
2020,9,2020-09,Pop,195,124,13,494.0,0.542,0.464,0.495
2020,9,2020-09,Pop Rock,35,25,5,108.2,0.542,0.45,0.448
2020,9,2020-09,Power Metal,20,17,1,77.1,0.475,0.553,0.546
2020,9,2020-09,Progressive Metal,75,47,3,454.0,0.472,0.538,0.406
2020,9,2020-09,Progressive Rock,48,35,4,207.3,0.548,0.498,0.52
2020,9,2020-09,Punk Rock,3,3,1,6.5,0.668,0.417,0.395
2020,9,2020-09,R&B,2,2,1,9.2,0.501,0.72,0.509
2020,9,2020-09,Soundtrack,31,24,4,78.2,0.424,0.422,0.41
2020,9,2020-09,Symphonic Metal,2,2,1,3.9,0.58,0.82,0.544
2020,10,2020-10,Alternative Rock,82,62,7,261.3,0.504,0.494,0.516
2020,10,2020-10,Classic Rock,8,8,4,17.8,0.573,0.576,0.572
2020,10,2020-10,Classical,47,41,3,144.8,0.545,0.461,0.437
2020,10,2020-10,Electronic,12,11,2,34.5,0.458,0.41,0.517
2020,10,2020-10,Grunge,5,5,3,9.7,0.64,0.587,0.385
2020,10,2020-10,Hard Rock,61,31,6,223.2,0.51,0.589,0.406
2020,10,2020-10,Indie Rock,17,15,4,60.9,0.479,0.556,0.593
2020,10,2020-10,Latin Rock,21,21,1,10.1,0.538,0.46,0.475
2020,10,2020-10,Metal,1,1,1,3.7,0.589,0.442,0.09
2020,10,2020-10,Other,1182,884,269,3419.8,0.47,0.518,0.479
2020,10,2020-10,Pop,148,84,10,401.0,0.546,0.469,0.485
2020,10,2020-10,Pop Rock,23,22,5,45.1,0.58,0.433,0.557
2020,10,2020-10,Post-Rock,1,1,1,0.8,0.494,0.701,0.678
2020,10,2020-10,Power Metal,16,16,1,83.4,0.375,0.468,0.498
2020,10,2020-10,Progressive Metal,45,39,4,308.2,0.55,0.551,0.463
2020,10,2020-10,Progressive Rock,37,27,6,147.2,0.432,0.494,0.462
2020,10,2020-10,Punk Rock,3,3,1,0.2,0.625,0.489,0.664
2020,10,2020-10,Rock,2,2,2,7.8,0.65,0.584,0.507
2020,10,2020-10,Soundtrack,49,38,4,149.0,0.454,0.383,0.464
2020,10,2020-10,Symphonic Metal,13,11,1,59.4,0.512,0.564,0.345
2020,11,2020-11,Alternative Rock,30,25,5,84.1,0.45,0.543,0.564
2020,11,2020-11,Classic Rock,9,6,4,20.4,0.592,0.635,0.42
2020,11,2020-11,Classical,22,22,4,130.3,0.536,0.499,0.458
2020,11,2020-11,Electronic,12,12,4,41.2,0.527,0.537,0.388
2020,11,2020-11,Grunge,14,9,3,36.6,0.562,0.52,0.476
2020,11,2020-11,Hard Rock,13,7,2,51.5,0.669,0.475,0.342
2020,11,2020-11,Latin Rock,1,1,1,0.3,0.652,0.492,0.171
2020,11,2020-11,Metal,2,2,1,7.2,0.48,0.171,0.49
2020,11,2020-11,Other,1160,788,251,2935.0,0.533,0.52,0.478
2020,11,2020-11,Pop,134,61,11,402.6,0.568,0.477,0.435
2020,11,2020-11,Pop Rock,30,27,6,71.8,0.521,0.474,0.461
2020,11,2020-11,Power Metal,5,5,1,15.3,0.511,0.484,0.403
2020,11,2020-11,Progressive Metal,19,17,4,121.2,0.516,0.506,0.47
2020,11,2020-11,Progressive Rock,15,12,4,28.0,0.395,0.463,0.465
2020,11,2020-11,Punk Rock,1,1,1,1.0,0.392,0.633,0.306
2020,11,2020-11,R&B,2,2,1,5.1,0.419,0.252,0.428
2020,11,2020-11,Soundtrack,21,21,5,59.8,0.449,0.427,0.52
2020,11,2020-11,Symphonic Metal,1,1,1,5.6,0.655,0.297,0.599
2020,12,2020-12,Alternative Rock,15,13,5,36.9,0.564,0.745,0.449
2020,12,2020-12,Classic Rock,6,4,3,15.0,0.507,0.652,0.331
2020,12,2020-12,Electronic,12,7,2,23.1,0.501,0.554,0.533
2020,12,2020-12,Grunge,11,6,3,13.1,0.443,0.494,0.27
2020,12,2020-12,Hard Rock,59,23,3,213.7,0.554,0.606,0.413
2020,12,2020-12,Indie Rock,3,3,1,4.6,0.549,0.63,0.635
2020,12,2020-12,Latin Rock,5,5,3,23.3,0.582,0.485,0.36
2020,12,2020-12,Metal,2,2,2,7.9,0.715,0.603,0.066
2020,12,2020-12,Other,1266,739,279,3452.5,0.464,0.502,0.464
2020,12,2020-12,Pop,457,141,13,1183.6,0.584,0.441,0.44
2020,12,2020-12,Pop Rock,26,16,6,48.8,0.678,0.493,0.428
2020,12,2020-12,Progressive Metal,39,23,4,150.8,0.474,0.513,0.325
2020,12,2020-12,Progressive Rock,8,8,3,20.7,0.55,0.603,0.538
2020,12,2020-12,Punk Rock,5,5,2,8.6,0.402,0.627,0.545
2020,12,2020-12,R&B,3,3,1,8.0,0.416,0.447,0.4
2020,12,2020-12,Soundtrack,11,10,4,34.4,0.456,0.517,0.49
2020,12,2020-12,Symphonic Metal,6,6,1,34.4,0.557,0.253,0.577
2021,1,2021-01,Alternative Rock,36,31,6,108.0,0.491,0.535,0.499
2021,1,2021-01,Classic Rock,20,18,4,79.0,0.428,0.757,0.5
2021,1,2021-01,Electronic,18,16,4,59.8,0.46,0.606,0.473
2021,1,2021-01,Grunge,5,4,4,16.5,0.499,0.644,0.235
2021,1,2021-01,Hard Rock,54,38,3,203.4,0.493,0.596,0.429
2021,1,2021-01,Indie Rock,2,2,2,7.4,0.628,0.672,0.31
2021,1,2021-01,Metal,41,31,7,146.2,0.523,0.675,0.415
2021,1,2021-01,Other,847,577,229,2596.3,0.516,0.524,0.507
2021,1,2021-01,Pop,234,88,15,622.7,0.636,0.464,0.473
2021,1,2021-01,Pop Rock,25,18,7,66.6,0.617,0.469,0.501
2021,1,2021-01,Power Metal,1,1,1,5.2,0.239,0.553,0.451
2021,1,2021-01,Progressive Metal,39,20,3,157.1,0.477,0.548,0.353
2021,1,2021-01,Progressive Rock,21,19,3,81.4,0.499,0.461,0.582
2021,1,2021-01,R&B,2,2,1,7.9,0.419,0.252,0.428
2021,2,2021-02,Alternative Rock,53,42,7,200.8,0.487,0.484,0.52
2021,2,2021-02,Classic Rock,37,23,5,98.7,0.415,0.714,0.402
2021,2,2021-02,Classical,1,1,1,4.8,0.487,0.506,0.579
2021,2,2021-02,Electronic,22,11,3,65.5,0.397,0.629,0.483
2021,2,2021-02,Grunge,7,7,3,24.2,0.355,0.55,0.45
2021,2,2021-02,Hard Rock,38,17,5,120.0,0.539,0.547,0.365
2021,2,2021-02,Indie Rock,4,3,3,13.8,0.75,0.581,0.799
2021,2,2021-02,Metal,12,10,3,30.3,0.491,0.47,0.309
2021,2,2021-02,Other,1260,754,323,3589.2,0.491,0.545,0.494
2021,2,2021-02,Pop,202,84,12,508.8,0.604,0.453,0.485
2021,2,2021-02,Pop Rock,24,12,5,72.4,0.641,0.435,0.344
2021,2,2021-02,Progressive Metal,23,17,3,93.2,0.484,0.494,0.474
2021,2,2021-02,Progressive Rock,83,57,5,359.2,0.43,0.538,0.525
2021,2,2021-02,R&B,5,4,1,6.2,0.593,0.729,0.408
2021,2,2021-02,Rock,2,2,2,7.8,0.65,0.584,0.507
2021,2,2021-02,Soundtrack,14,14,5,37.1,0.5,0.492,0.406
2021,2,2021-02,Symphonic Metal,2,2,2,0.0,0.615,0.46,0.399
2021,3,2021-03,Alternative Metal,11,10,1,38.8,0.589,0.559,0.595
2021,3,2021-03,Alternative Rock,48,38,9,125.8,0.473,0.496,0.495
2021,3,2021-03,Classic Rock,25,17,4,49.0,0.39,0.674,0.463
2021,3,2021-03,Electronic,32,26,4,113.5,0.435,0.581,0.517
2021,3,2021-03,Grunge,14,9,3,39.4,0.584,0.513,0.449
2021,3,2021-03,Hard Rock,36,23,5,90.1,0.574,0.538,0.381
2021,3,2021-03,Indie Rock,1,1,1,0.0,0.548,0.532,0.405
2021,3,2021-03,Latin Rock,25,15,1,76.0,0.426,0.295,0.532
2021,3,2021-03,Metal,9,9,3,36.3,0.514,0.513,0.496
2021,3,2021-03,Other,1065,724,246,2982.7,0.474,0.546,0.472
2021,3,2021-03,Pop,27,21,6,39.0,0.643,0.377,0.404
2021,3,2021-03,Pop Rock,45,37,7,63.2,0.47,0.424,0.415
2021,3,2021-03,Power Metal,18,11,1,58.9,0.669,0.574,0.538
2021,3,2021-03,Progressive Metal,27,19,4,136.8,0.597,0.549,0.448
2021,3,2021-03,Progressive Rock,62,39,5,247.9,0.428,0.502,0.516
2021,3,2021-03,Punk Rock,11,11,3,8.3,0.594,0.675,0.568
2021,3,2021-03,Rock,2,1,1,7.8,0.681,0.768,0.412
2021,3,2021-03,Soundtrack,16,13,2,40.2,0.448,0.358,0.489
2021,3,2021-03,Symphonic Metal,74,52,2,310.7,0.594,0.464,0.41
2021,4,2021-04,Alternative Rock,55,41,10,148.0,0.436,0.648,0.456
2021,4,2021-04,Classic Rock,29,19,6,68.8,0.512,0.665,0.441
2021,4,2021-04,Electronic,21,17,2,54.6,0.597,0.532,0.389
2021,4,2021-04,Grunge,17,10,3,51.6,0.6,0.586,0.343
2021,4,2021-04,Hard Rock,21,9,2,66.3,0.576,0.556,0.421
2021,4,2021-04,Indie Rock,100,20,4,285.2,0.513,0.683,0.601
2021,4,2021-04,Latin Rock,7,7,1,14.5,0.543,0.483,0.47
2021,4,2021-04,Metal,21,21,5,71.7,0.431,0.691,0.483
2021,4,2021-04,Other,961,639,228,2771.9,0.482,0.546,0.478
2021,4,2021-04,Pop,172,67,12,413.2,0.627,0.427,0.452
2021,4,2021-04,Pop Rock,45,39,3,133.8,0.55,0.559,0.459
2021,4,2021-04,Power Metal,6,6,1,24.6,0.55,0.423,0.533
2021,4,2021-04,Progressive Metal,32,25,3,152.4,0.492,0.494,0.418
2021,4,2021-04,Progressive Rock,82,52,7,342.3,0.493,0.523,0.497
2021,4,2021-04,Punk Rock,4,4,2,5.3,0.516,0.609,0.677
2021,4,2021-04,Rock,2,1,1,7.8,0.681,0.768,0.412
2021,4,2021-04,Soundtrack,16,13,5,42.5,0.318,0.399,0.397
2021,4,2021-04,Symphonic Metal,3,2,1,2.0,0.689,0.31,0.485
2021,5,2021-05,Alternative Rock,46,29,7,102.7,0.469,0.512,0.502
2021,5,2021-05,Classic Rock,21,13,8,73.4,0.448,0.689,0.467
2021,5,2021-05,Electronic,13,10,4,35.1,0.546,0.584,0.478
2021,5,2021-05,Grunge,3,3,2,4.8,0.57,0.741,0.482
2021,5,2021-05,Hard Rock,20,10,2,49.6,0.548,0.447,0.348
2021,5,2021-05,Hip Hop,4,4,1,4.4,0.605,0.466,0.572
2021,5,2021-05,Indie Rock,40,8,3,90.8,0.475,0.673,0.565
2021,5,2021-05,Latin Rock,30,27,1,51.0,0.429,0.486,0.509
2021,5,2021-05,Other,1090,688,264,2902.9,0.492,0.497,0.492
2021,5,2021-05,Pop,249,63,14,524.4,0.614,0.434,0.452
2021,5,2021-05,Pop Rock,46,34,9,111.0,0.517,0.485,0.443
2021,5,2021-05,Post-Rock,1,1,1,0.0,0.455,0.323,0.911
2021,5,2021-05,Power Metal,2,2,1,0.2,0.419,0.353,0.544
2021,5,2021-05,Progressive Metal,35,21,4,176.5,0.505,0.516,0.412
2021,5,2021-05,Progressive Rock,44,28,6,173.8,0.398,0.568,0.487
2021,5,2021-05,Punk Rock,21,17,5,48.0,0.575,0.606,0.547
2021,5,2021-05,Rock,12,3,1,42.8,0.65,0.298,0.296
2021,5,2021-05,Soundtrack,10,10,5,31.3,0.405,0.272,0.249
2021,5,2021-05,Symphonic Metal,7,4,1,17.5,0.727,0.434,0.495
2021,6,2021-06,Alternative Rock,34,25,8,96.3,0.422,0.536,0.428
2021,6,2021-06,Classic Rock,22,16,8,85.0,0.456,0.693,0.505
2021,6,2021-06,Electronic,13,12,3,42.2,0.384,0.487,0.423
2021,6,2021-06,Grunge,14,11,4,38.2,0.451,0.603,0.374
2021,6,2021-06,Hard Rock,20,6,2,50.8,0.64,0.488,0.35
2021,6,2021-06,Indie Rock,5,5,3,10.4,0.439,0.602,0.576
2021,6,2021-06,Latin Rock,16,16,4,64.1,0.487,0.538,0.39
2021,6,2021-06,Metal,24,21,4,72.2,0.508,0.502,0.493
2021,6,2021-06,Other,1106,646,266,2850.0,0.513,0.552,0.479
2021,6,2021-06,Pop,209,53,12,470.1,0.601,0.43,0.444
2021,6,2021-06,Pop Rock,29,19,3,82.1,0.559,0.424,0.477
2021,6,2021-06,Power Metal,5,4,1,25.1,0.486,0.589,0.518
2021,6,2021-06,Progressive Metal,39,32,4,173.0,0.507,0.542,0.473
2021,6,2021-06,Progressive Rock,46,31,5,184.8,0.435,0.564,0.568
2021,6,2021-06,Punk Rock,1,1,1,3.1,0.723,0.895,0.963
2021,6,2021-06,Rock,2,2,2,4.3,0.686,0.495,0.5
2021,6,2021-06,Soundtrack,12,12,3,43.8,0.372,0.399,0.33
2021,6,2021-06,Symphonic Metal,2,2,1,8.1,0.735,0.43,0.533
2021,7,2021-07,Alternative Rock,13,11,6,33.6,0.5,0.455,0.461
2021,7,2021-07,Classic Rock,19,10,5,44.3,0.659,0.413,0.415
2021,7,2021-07,Classical,5,5,1,11.5,0.683,0.656,0.624
2021,7,2021-07,Doom Metal,1,1,1,0.4,0.637,0.014,0.746
2021,7,2021-07,Electronic,8,8,2,20.7,0.444,0.426,0.47
2021,7,2021-07,Grunge,4,2,2,11.1,0.527,0.603,0.358
2021,7,2021-07,Hard Rock,67,42,3,241.2,0.543,0.567,0.424
2021,7,2021-07,Hip Hop,1,1,1,2.9,0.624,0.109,0.425
2021,7,2021-07,Latin Rock,9,7,1,17.2,0.436,0.363,0.492
2021,7,2021-07,Metal,2,2,2,4.6,0.412,0.592,0.532
2021,7,2021-07,Other,729,462,158,1900.3,0.533,0.545,0.464
2021,7,2021-07,Pop,179,71,8,423.4,0.567,0.412,0.496
2021,7,2021-07,Pop Rock,2,2,2,7.2,0.352,0.626,0.563
2021,7,2021-07,Progressive Metal,21,13,3,111.0,0.539,0.473,0.452
2021,7,2021-07,Progressive Rock,8,8,5,57.8,0.458,0.572,0.374
2021,7,2021-07,Punk Rock,1,1,1,2.7,0.646,0.518,0.512
2021,7,2021-07,Rock,1,1,1,5.7,0.634,0.296,0.181
2021,7,2021-07,Soundtrack,4,4,1,12.2,0.374,0.412,0.532
2021,7,2021-07,Symphonic Metal,1,1,1,2.0,0.652,0.454,0.457
2021,8,2021-08,Alternative Rock,39,33,8,120.6,0.514,0.5,0.496
2021,8,2021-08,Classic Rock,22,18,6,53.0,0.527,0.589,0.542
2021,8,2021-08,Electronic,5,4,2,13.4,0.488,0.411,0.402
2021,8,2021-08,Grunge,8,6,3,15.4,0.444,0.539,0.324
2021,8,2021-08,Hard Rock,73,47,4,251.3,0.524,0.538,0.451
2021,8,2021-08,Indie Rock,3,3,3,12.5,0.488,0.614,0.65
2021,8,2021-08,Latin Rock,11,9,3,37.9,0.437,0.409,0.624
2021,8,2021-08,Metal,40,29,4,139.8,0.534,0.622,0.472
2021,8,2021-08,Other,1029,545,235,3090.6,0.499,0.541,0.502
2021,8,2021-08,Pop,317,65,12,829.5,0.588,0.42,0.472
2021,8,2021-08,Pop Rock,8,7,5,15.6,0.546,0.45,0.492
2021,8,2021-08,Power Metal,2,2,1,9.8,0.506,0.456,0.5
2021,8,2021-08,Progressive Metal,38,26,3,157.0,0.496,0.484,0.44
2021,8,2021-08,Progressive Rock,30,23,4,162.5,0.39,0.563,0.494
2021,8,2021-08,Rock,3,1,1,14.2,0.634,0.296,0.181
2021,8,2021-08,Soundtrack,7,7,3,30.4,0.391,0.454,0.378
2021,8,2021-08,Symphonic Metal,3,3,1,10.8,0.673,0.682,0.341
2021,9,2021-09,Alternative Rock,14,13,7,31.4,0.475,0.551,0.549
2021,9,2021-09,Classic Rock,21,15,3,51.0,0.494,0.555,0.524
2021,9,2021-09,Grunge,3,3,2,3.4,0.325,0.708,0.486
2021,9,2021-09,Hard Rock,41,23,2,105.4,0.6,0.581,0.404
2021,9,2021-09,Indie Rock,11,7,1,38.1,0.531,0.716,0.569
2021,9,2021-09,Latin Rock,43,28,3,108.1,0.519,0.398,0.516
2021,9,2021-09,Metal,13,12,4,22.6,0.571,0.62,0.426
2021,9,2021-09,Other,952,551,239,2220.6,0.5,0.549,0.494
2021,9,2021-09,Pop,152,73,9,293.0,0.548,0.464,0.481
2021,9,2021-09,Pop Rock,111,27,7,309.9,0.589,0.636,0.415
2021,9,2021-09,Post-Rock,1,1,1,0.0,0.455,0.323,0.911
2021,9,2021-09,Power Metal,1,1,1,5.5,0.894,0.322,0.439
2021,9,2021-09,Progressive Metal,89,23,2,371.4,0.526,0.544,0.448
2021,9,2021-09,Progressive Rock,43,24,6,85.3,0.481,0.566,0.486
2021,9,2021-09,Rock,1,1,1,5.7,0.634,0.296,0.181
2021,9,2021-09,Soundtrack,9,9,6,26.8,0.434,0.498,0.439
2021,9,2021-09,Symphonic Metal,2,2,2,9.1,0.585,0.508,0.289
2021,10,2021-10,Alternative Rock,14,11,5,36.6,0.516,0.595,0.355
2021,10,2021-10,Classic Rock,86,10,7,286.9,0.676,0.47,0.401
2021,10,2021-10,Classical,1,1,1,0.0,0.568,0.353,0.085
2021,10,2021-10,Electronic,20,13,3,61.2,0.524,0.405,0.489
2021,10,2021-10,Grunge,11,8,3,36.0,0.437,0.685,0.359
2021,10,2021-10,Hard Rock,10,7,3,19.2,0.582,0.476,0.463
2021,10,2021-10,Indie Rock,13,6,2,40.6,0.476,0.655,0.555
2021,10,2021-10,Latin Rock,51,20,4,134.5,0.577,0.421,0.41
2021,10,2021-10,Metal,2,2,1,10.8,0.488,0.532,0.63
2021,10,2021-10,Other,1258,525,219,3661.3,0.47,0.595,0.507
2021,10,2021-10,Pop,308,90,14,695.2,0.561,0.467,0.517
2021,10,2021-10,Pop Rock,11,11,5,22.0,0.522,0.572,0.395
2021,10,2021-10,Power Metal,1,1,1,0.0,0.239,0.553,0.451
2021,10,2021-10,Progressive Metal,28,11,2,78.1,0.459,0.623,0.47
2021,10,2021-10,Progressive Rock,148,35,8,703.0,0.637,0.496,0.481
2021,10,2021-10,R&B,1,1,1,5.1,0.315,0.273,0.194
2021,10,2021-10,Rock,3,1,1,16.4,0.634,0.296,0.181
2021,11,2021-11,Alternative Rock,5,5,5,10.6,0.289,0.652,0.466
2021,11,2021-11,Classic Rock,25,10,3,65.2,0.624,0.518,0.477
2021,11,2021-11,Electronic,1,1,1,0.1,0.459,0.619,0.235
2021,11,2021-11,Grunge,6,5,1,12.9,0.439,0.726,0.44
2021,11,2021-11,Hard Rock,6,5,1,28.1,0.542,0.714,0.402
2021,11,2021-11,Latin Rock,68,35,2,200.3,0.54,0.493,0.414
2021,11,2021-11,Metal,4,3,1,9.0,0.552,0.353,0.506
2021,11,2021-11,Other,496,325,113,1630.8,0.483,0.571,0.526
2021,11,2021-11,Pop,76,41,8,148.1,0.543,0.451,0.535
2021,11,2021-11,Pop Rock,2,2,2,6.8,0.651,0.579,0.33
2021,11,2021-11,Progressive Metal,26,18,3,163.1,0.536,0.469,0.489
2021,11,2021-11,Progressive Rock,81,52,4,314.1,0.514,0.489,0.441
2021,11,2021-11,Punk Rock,4,4,1,9.6,0.514,0.394,0.39
2021,11,2021-11,Rock,1,1,1,0.0,0.634,0.296,0.181
2021,12,2021-12,Classic Rock,12,12,3,25.2,0.49,0.586,0.638
2021,12,2021-12,Classical,25,18,3,79.3,0.439,0.479,0.421
2021,12,2021-12,Grunge,2,2,2,4.9,0.447,0.884,0.402
2021,12,2021-12,Hard Rock,5,2,2,4.4,0.589,0.398,0.339
2021,12,2021-12,Latin Pop,1,1,1,0.0,0.578,0.884,0.173
2021,12,2021-12,Latin Rock,5,3,1,8.6,0.605,0.225,0.341
2021,12,2021-12,Metal,2,2,1,8.0,0.489,0.588,0.494
2021,12,2021-12,Other,552,327,79,1552.4,0.525,0.513,0.453
2021,12,2021-12,Pop,311,96,7,825.4,0.576,0.443,0.473
2021,12,2021-12,Pop Rock,5,5,1,17.5,0.603,0.657,0.378
2021,12,2021-12,Progressive Metal,24,21,3,97.3,0.57,0.49,0.537
2021,12,2021-12,Progressive Rock,32,29,4,124.6,0.416,0.362,0.369
2021,12,2021-12,Symphonic Metal,6,6,1,29.8,0.642,0.497,0.423
2022,1,2022-01,Alternative Rock,34,31,5,106.2,0.466,0.622,0.479
2022,1,2022-01,Classic Rock,7,5,5,8.8,0.339,0.632,0.305
2022,1,2022-01,Electronic,11,9,1,40.7,0.348,0.443,0.5
2022,1,2022-01,Grunge,5,2,1,18.1,0.38,0.84,0.239
2022,1,2022-01,Hard Rock,22,14,3,78.4,0.508,0.533,0.418
2022,1,2022-01,Indie Rock,1,1,1,1.9,0.761,0.745,0.144
2022,1,2022-01,Latin Rock,15,8,1,32.1,0.625,0.525,0.284
2022,1,2022-01,Metal,4,4,1,9.2,0.662,0.431,0.7
2022,1,2022-01,Other,772,485,162,2672.4,0.482,0.539,0.491
2022,1,2022-01,Pop,140,67,7,407.3,0.548,0.479,0.514
2022,1,2022-01,Pop Rock,2,2,2,1.1,0.777,0.609,0.618
2022,1,2022-01,Power Metal,2,2,1,9.3,0.338,0.394,0.836
2022,1,2022-01,Progressive Metal,22,15,2,85.0,0.44,0.601,0.442
2022,1,2022-01,Progressive Rock,14,12,5,54.0,0.442,0.488,0.455
2022,1,2022-01,Symphonic Metal,3,3,1,11.6,0.649,0.351,0.248
2022,2,2022-02,Alternative Rock,37,27,6,78.2,0.497,0.757,0.411
2022,2,2022-02,Classic Rock,6,5,1,13.2,0.48,0.296,0.517
2022,2,2022-02,Grunge,2,2,2,7.0,0.326,0.482,0.236
2022,2,2022-02,Hard Rock,35,29,2,137.4,0.551,0.577,0.391
2022,2,2022-02,Indie Rock,2,1,1,8.0,0.761,0.745,0.144
2022,2,2022-02,Latin Rock,56,34,5,177.8,0.58,0.439,0.449
2022,2,2022-02,Metal,15,15,4,73.2,0.453,0.667,0.476
2022,2,2022-02,Other,774,569,217,2811.9,0.508,0.511,0.492
2022,2,2022-02,Pop,79,44,9,242.1,0.531,0.467,0.496
2022,2,2022-02,Pop Rock,35,26,2,115.6,0.594,0.487,0.461
2022,2,2022-02,Power Metal,11,10,2,41.9,0.499,0.519,0.457
2022,2,2022-02,Progressive Metal,41,36,3,259.5,0.603,0.545,0.525
2022,2,2022-02,Progressive Rock,24,13,4,118.9,0.551,0.548,0.52
2022,2,2022-02,Soundtrack,1,1,1,4.9,0.407,0.419,0.044
2022,2,2022-02,Symphonic Metal,10,9,1,41.1,0.598,0.441,0.388
2022,3,2022-03,Alternative Rock,11,9,5,21.9,0.476,0.7,0.418
2022,3,2022-03,Classic Rock,19,9,3,40.6,0.54,0.602,0.412
2022,3,2022-03,Grunge,23,17,3,82.1,0.45,0.589,0.345
2022,3,2022-03,Hard Rock,3,1,1,11.2,0.527,0.408,0.319
2022,3,2022-03,Indie Rock,10,5,1,15.2,0.708,0.66,0.288
2022,3,2022-03,Latin Rock,4,3,2,6.7,0.76,0.575,0.719
2022,3,2022-03,Metal,26,22,3,102.9,0.467,0.59,0.394
2022,3,2022-03,Other,749,512,147,2382.0,0.476,0.545,0.46
2022,3,2022-03,Pop,54,27,6,95.3,0.55,0.467,0.506
2022,3,2022-03,Pop Rock,9,9,2,25.0,0.614,0.51,0.545
2022,3,2022-03,Power Metal,92,62,2,365.5,0.502,0.549,0.521
2022,3,2022-03,Progressive Metal,41,20,2,232.6,0.578,0.495,0.501
2022,3,2022-03,Progressive Rock,47,26,4,175.6,0.55,0.523,0.497
2022,3,2022-03,Punk Rock,41,26,6,101.8,0.428,0.721,0.559
2022,3,2022-03,Soundtrack,11,11,2,44.5,0.419,0.312,0.364
2022,3,2022-03,Symphonic Metal,20,17,1,98.6,0.569,0.59,0.419
2022,4,2022-04,Alternative Rock,16,12,7,41.4,0.445,0.534,0.537
2022,4,2022-04,Classic Rock,21,11,6,40.0,0.603,0.594,0.473
2022,4,2022-04,Classical,7,2,1,18.6,0.255,0.059,0.221
2022,4,2022-04,Electronic,12,7,4,50.4,0.432,0.56,0.719
2022,4,2022-04,Grunge,6,5,2,20.9,0.418,0.721,0.427
2022,4,2022-04,Hard Rock,9,5,3,14.2,0.603,0.515,0.405
2022,4,2022-04,Indie Rock,6,5,2,0.8,0.55,0.666,0.51
2022,4,2022-04,Latin Rock,11,11,3,50.8,0.549,0.435,0.453
2022,4,2022-04,Metal,4,4,1,13.6,0.452,0.462,0.388
2022,4,2022-04,Other,805,478,175,1720.8,0.532,0.541,0.5
2022,4,2022-04,Pop,20,16,7,32.8,0.69,0.468,0.602
2022,4,2022-04,Pop Rock,3,3,2,7.3,0.811,0.548,0.525
