year,month,year_month,genre,plays,unique_tracks,unique_artists,total_minutes,avg_danceability,avg_energy,avg_valence
2022,4,2022-04,Progressive Metal,3,3,3,15.2,0.722,0.628,0.416
2022,4,2022-04,Progressive Rock,92,38,7,231.5,0.563,0.517,0.542
2022,4,2022-04,Punk Rock,6,5,3,14.7,0.536,0.83,0.702
2022,4,2022-04,Soundtrack,2,1,1,0.0,0.787,0.725,0.448
2022,5,2022-05,Alternative Rock,5,5,3,12.8,0.565,0.426,0.43
2022,5,2022-05,Classic Rock,59,18,7,145.8,0.623,0.642,0.492
2022,5,2022-05,Classical,3,1,1,0.8,0.225,0.005,0.186
2022,5,2022-05,Electronic,6,6,1,26.4,0.517,0.496,0.647
2022,5,2022-05,Grunge,5,5,2,16.2,0.379,0.524,0.253
2022,5,2022-05,Hard Rock,7,5,3,10.1,0.531,0.573,0.351
2022,5,2022-05,Indie Rock,1,1,1,0.3,0.761,0.745,0.144
2022,5,2022-05,Latin Rock,3,3,1,12.1,0.775,0.481,0.531
2022,5,2022-05,Metal,7,7,2,17.5,0.535,0.711,0.487
2022,5,2022-05,Other,999,406,181,1953.8,0.548,0.564,0.539
2022,5,2022-05,Pop,53,44,4,84.6,0.52,0.464,0.5
2022,5,2022-05,Pop Rock,16,12,2,49.6,0.546,0.62,0.553
2022,5,2022-05,Power Metal,3,1,1,0.5,0.456,0.138,0.606
2022,5,2022-05,Progressive Metal,11,8,3,29.0,0.633,0.441,0.447
2022,5,2022-05,Progressive Rock,159,31,5,402.6,0.61,0.503,0.571
2022,5,2022-05,Punk Rock,6,6,3,20.9,0.447,0.872,0.533
2022,5,2022-05,Rock,2,2,1,1.5,0.62,0.279,0.471
2022,5,2022-05,Symphonic Metal,3,2,1,5.7,0.8,0.462,0.38
2022,6,2022-06,Alternative Rock,29,17,3,69.6,0.502,0.624,0.568
2022,6,2022-06,Classic Rock,34,14,7,84.6,0.55,0.657,0.52
2022,6,2022-06,Electronic,1,1,1,4.8,0.521,0.504,0.644
2022,6,2022-06,Hard Rock,34,26,2,138.5,0.537,0.679,0.46
2022,6,2022-06,Indie Rock,1,1,1,4.2,0.526,0.866,0.248
2022,6,2022-06,Latin Rock,71,26,4,279.6,0.464,0.535,0.432
2022,6,2022-06,Metal,1,1,1,0.1,0.577,0.828,0.604
2022,6,2022-06,Other,1258,457,184,3248.7,0.541,0.557,0.521
2022,6,2022-06,Pop,74,33,10,194.4,0.552,0.419,0.438
2022,6,2022-06,Pop Rock,20,12,3,58.3,0.486,0.517,0.356
2022,6,2022-06,Power Metal,1,1,1,0.0,0.456,0.138,0.606
2022,6,2022-06,Progressive Metal,6,4,1,23.4,0.849,0.527,0.304
2022,6,2022-06,Progressive Rock,64,23,6,286.3,0.571,0.431,0.492
2022,6,2022-06,Punk Rock,2,2,2,1.9,0.358,0.898,0.504
2022,6,2022-06,R&B,2,1,1,1.2,0.315,0.273,0.194
2022,6,2022-06,Rock,43,4,1,129.8,0.366,0.308,0.669
2022,6,2022-06,Soundtrack,4,4,2,9.3,0.618,0.547,0.423
2022,7,2022-07,Alternative Rock,30,23,5,77.5,0.509,0.738,0.547
2022,7,2022-07,Classic Rock,12,8,4,39.7,0.684,0.545,0.4
2022,7,2022-07,Classical,39,30,1,74.8,0.499,0.376,0.427
2022,7,2022-07,Electronic,3,3,1,6.4,0.453,0.486,0.535
2022,7,2022-07,Grunge,1,1,1,0.1,0.148,0.209,0.354
2022,7,2022-07,Hard Rock,65,19,2,163.3,0.51,0.591,0.509
2022,7,2022-07,Indie Rock,1,1,1,3.7,0.352,0.911,0.236
2022,7,2022-07,Latin Rock,3,3,1,12.4,0.45,0.58,0.699
2022,7,2022-07,Metal,1,1,1,8.6,0.543,0.836,0.56
2022,7,2022-07,Other,589,377,132,1584.5,0.515,0.554,0.57
2022,7,2022-07,Pop,78,27,6,197.9,0.576,0.485,0.484
2022,7,2022-07,Pop Rock,96,73,6,306.1,0.548,0.503,0.509
2022,7,2022-07,Power Metal,4,4,1,19.4,0.433,0.866,0.682
2022,7,2022-07,Progressive Metal,5,4,3,9.6,0.65,0.479,0.351
2022,7,2022-07,Progressive Rock,43,15,4,178.7,0.603,0.431,0.52
2022,7,2022-07,Punk Rock,7,7,3,22.9,0.528,0.819,0.585
2022,7,2022-07,Rock,2,2,2,6.9,0.37,0.642,0.587
2022,7,2022-07,Soundtrack,8,8,1,33.3,0.323,0.434,0.379
2022,8,2022-08,Classical,28,18,1,0.0,0.542,0.468,0.547
2022,8,2022-08,Other,25,21,2,0.2,,,
2022,8,2022-08,Pop,2,2,1,2.1,0.526,0.476,0.618
2022,9,2022-09,Classical,62,15,1,0.5,0.497,0.361,0.571
2022,9,2022-09,Other,34,12,2,7.1,,,
2022,9,2022-09,Pop,1,1,1,4.1,0.632,0.284,0.208
2022,9,2022-09,Pop Rock,1,1,1,4.4,0.383,0.637,0.083
2022,10,2022-10,Classical,105,18,1,376.6,0.526,0.373,0.515
2022,10,2022-10,Other,50,11,1,179.2,,,
2022,11,2022-11,Other,5,5,2,2.2,0.505,0.591,0.39
2022,12,2022-12,Indie Rock,1,1,1,3.4,0.288,0.758,0.619
2022,12,2022-12,Other,11,11,6,20.6,0.56,0.415,0.622
2022,12,2022-12,Pop,3,1,1,2.5,0.167,0.059,0.614
2022,12,2022-12,Pop Rock,6,6,1,6.8,0.46,0.434,0.504
2023,1,2023-01,Alternative Rock,24,18,5,75.3,0.523,0.792,0.504
2023,1,2023-01,Classical,6,6,1,21.9,0.385,0.378,0.485
2023,1,2023-01,Electronic,29,20,1,113.9,0.478,0.434,0.576
2023,1,2023-01,Hard Rock,15,11,2,61.5,0.461,0.456,0.485
2023,1,2023-01,Indie Rock,2,2,1,6.0,0.489,0.694,0.71
2023,1,2023-01,Latin Rock,19,17,2,70.2,0.511,0.394,0.502
2023,1,2023-01,Metal,9,7,4,39.5,0.446,0.78,0.361
2023,1,2023-01,Other,405,347,148,1409.4,0.479,0.558,0.446
2023,1,2023-01,Pop,69,54,11,217.6,0.559,0.47,0.429
2023,1,2023-01,Pop Rock,26,15,2,82.2,0.557,0.514,0.42
2023,1,2023-01,Power Metal,10,10,1,44.8,0.53,0.444,0.566
2023,1,2023-01,Progressive Metal,4,3,1,20.5,0.611,0.518,0.531
2023,1,2023-01,Progressive Rock,15,15,4,76.0,0.386,0.575,0.497
2023,1,2023-01,R&B,1,1,1,3.6,0.68,0.826,0.644
2023,2,2023-02,Alternative Rock,28,23,5,100.8,0.529,0.688,0.46
2023,2,2023-02,Classic Rock,17,12,3,64.0,0.542,0.735,0.381
2023,2,2023-02,Classical,5,5,1,27.1,0.428,0.212,0.511
2023,2,2023-02,Electronic,17,9,1,59.9,0.415,0.516,0.588
2023,2,2023-02,Grunge,13,10,2,53.6,0.521,0.645,0.541
2023,2,2023-02,Hard Rock,7,6,2,24.0,0.378,0.744,0.405
2023,2,2023-02,Indie Rock,4,4,1,15.0,0.712,0.438,0.744
2023,2,2023-02,Latin Rock,27,19,3,118.1,0.469,0.472,0.528
2023,2,2023-02,Metal,13,8,2,32.5,0.511,0.741,0.476
2023,2,2023-02,Other,300,252,101,942.0,0.491,0.58,0.545
2023,2,2023-02,Pop,41,35,8,121.0,0.567,0.443,0.5
2023,2,2023-02,Pop Rock,25,16,2,71.3,0.48,0.445,0.454
2023,2,2023-02,Progressive Rock,1,1,1,0.0,0.587,0.302,0.19
2023,2,2023-02,R&B,2,2,1,3.6,0.376,0.834,0.696
2023,3,2023-03,Alternative Rock,29,23,7,71.0,0.48,0.666,0.448
2023,3,2023-03,Classic Rock,2,2,2,5.0,0.614,0.58,0.594
2023,3,2023-03,Classical,3,3,1,16.2,0.494,0.077,0.33
2023,3,2023-03,Electronic,8,8,3,17.8,0.431,0.359,0.478
2023,3,2023-03,Grunge,4,4,2,11.3,0.538,0.67,0.38
2023,3,2023-03,Hard Rock,3,2,1,11.9,0.492,0.336,0.668
2023,3,2023-03,Indie Rock,4,2,1,4.6,0.608,0.748,0.524
2023,3,2023-03,Latin Rock,4,4,1,16.1,0.575,0.31,0.374
2023,3,2023-03,Metal,3,2,1,3.4,0.304,0.921,0.102
2023,3,2023-03,Other,595,353,97,1678.0,0.546,0.532,0.451
2023,3,2023-03,Pop,195,80,8,485.7,0.572,0.46,0.501
2023,3,2023-03,Pop Rock,82,43,4,232.0,0.549,0.557,0.446
2023,3,2023-03,Progressive Metal,25,22,1,134.8,0.48,0.568,0.416
2023,3,2023-03,Progressive Rock,29,23,3,82.2,0.473,0.395,0.374
2023,3,2023-03,R&B,4,1,1,7.2,0.68,0.826,0.644
2023,3,2023-03,Symphonic Metal,3,3,1,18.1,0.645,0.253,0.398
2023,4,2023-04,Alternative Rock,57,35,10,157.6,0.489,0.596,0.467
2023,4,2023-04,Classic Rock,12,8,7,22.4,0.456,0.662,0.479
2023,4,2023-04,Electronic,7,7,3,21.0,0.301,0.387,0.479
2023,4,2023-04,Grunge,24,19,2,76.0,0.528,0.505,0.519
2023,4,2023-04,Hard Rock,6,3,2,28.0,0.536,0.428,0.427
2023,4,2023-04,Hip Hop,43,30,2,87.1,0.605,0.463,0.563
2023,4,2023-04,Indie Rock,3,3,1,7.2,0.562,0.745,0.557
2023,4,2023-04,Latin Rock,37,32,5,61.5,0.52,0.433,0.505
2023,4,2023-04,Metal,4,4,2,19.0,0.483,0.785,0.414
2023,4,2023-04,Other,900,597,233,2398.4,0.492,0.555,0.494
2023,4,2023-04,Pop,121,74,9,290.2,0.641,0.469,0.485
2023,4,2023-04,Pop Rock,67,49,11,162.0,0.518,0.555,0.504
2023,4,2023-04,Progressive Metal,14,10,2,77.9,0.412,0.6,0.591
2023,4,2023-04,Progressive Rock,22,21,4,86.7,0.501,0.535,0.436
2023,4,2023-04,Punk Rock,3,3,2,9.0,0.501,0.93,0.727
2023,4,2023-04,R&B,3,2,1,9.6,0.711,0.853,0.715
2023,4,2023-04,Rock,1,1,1,0.0,0.52,0.709,0.536
2023,4,2023-04,Symphonic Metal,2,2,1,6.3,0.446,0.575,0.494
2023,5,2023-05,Alternative Rock,122,69,7,376.5,0.512,0.614,0.468
2023,5,2023-05,Classic Rock,25,21,5,92.2,0.453,0.624,0.441
2023,5,2023-05,Classical,9,8,1,32.4,0.404,0.36,0.422
2023,5,2023-05,Electronic,3,3,2,7.6,0.423,0.485,0.342
2023,5,2023-05,Grunge,9,9,2,38.0,0.595,0.465,0.474
2023,5,2023-05,Hard Rock,17,7,3,52.5,0.404,0.636,0.339
2023,5,2023-05,Hip Hop,31,24,1,74.4,0.52,0.529,0.568
2023,5,2023-05,Indie Rock,13,7,2,38.5,0.493,0.67,0.673
2023,5,2023-05,Latin Rock,96,47,7,292.7,0.483,0.462,0.441
2023,5,2023-05,Metal,11,4,2,35.7,0.432,0.862,0.248
2023,5,2023-05,Other,1073,669,227,3143.7,0.536,0.517,0.486
2023,5,2023-05,Pop,60,32,11,170.1,0.589,0.52,0.484
2023,5,2023-05,Pop Rock,40,21,5,115.7,0.473,0.613,0.439
2023,5,2023-05,Power Metal,9,7,1,44.8,0.495,0.5,0.592
2023,5,2023-05,Progressive Metal,23,14,2,102.3,0.432,0.561,0.437
2023,5,2023-05,Progressive Rock,16,8,3,44.9,0.44,0.528,0.552
2023,5,2023-05,Punk Rock,7,6,3,21.6,0.528,0.918,0.732
2023,5,2023-05,R&B,3,3,1,11.0,0.482,0.761,0.438
2023,5,2023-05,Rock,6,2,1,15.5,0.507,0.3,0.374
2023,5,2023-05,Symphonic Metal,6,2,1,21.5,0.491,0.606,0.143
2023,6,2023-06,Alternative Rock,17,15,5,60.3,0.473,0.55,0.492
2023,6,2023-06,Classic Rock,6,5,2,10.8,0.467,0.717,0.539
2023,6,2023-06,Classical,8,8,1,40.4,0.537,0.247,0.444
2023,6,2023-06,Hard Rock,7,7,2,28.8,0.491,0.624,0.428
2023,6,2023-06,Hip Hop,65,26,1,185.8,0.652,0.494,0.571
2023,6,2023-06,Latin Rock,5,4,3,15.6,0.465,0.312,0.731
2023,6,2023-06,Metal,4,4,2,15.7,0.392,0.936,0.28
2023,6,2023-06,Other,397,279,116,1243.8,0.51,0.581,0.518
2023,6,2023-06,Pop,12,10,5,32.4,0.626,0.528,0.586
2023,6,2023-06,Pop Rock,2,1,1,4.2,0.226,0.797,0.311
2023,6,2023-06,Power Metal,1,1,1,5.6,0.61,0.455,0.183
2023,6,2023-06,Progressive Metal,8,6,2,28.0,0.452,0.547,0.481
2023,6,2023-06,Progressive Rock,6,5,3,23.7,0.423,0.5,0.595
2023,6,2023-06,Symphonic Metal,3,3,1,12.8,0.578,0.526,0.235
2023,7,2023-07,Alternative Rock,29,17,6,89.8,0.463,0.732,0.496
2023,7,2023-07,Classic Rock,4,3,3,16.6,0.52,0.57,0.356
2023,7,2023-07,Electronic,4,2,2,15.3,0.42,0.473,0.425
2023,7,2023-07,Grunge,28,19,3,94.4,0.371,0.486,0.487
2023,7,2023-07,Hard Rock,8,5,3,30.2,0.432,0.648,0.418
2023,7,2023-07,Hip Hop,70,35,1,257.7,0.61,0.492,0.586
2023,7,2023-07,Indie Rock,3,2,1,9.4,0.422,0.716,0.679
2023,7,2023-07,Latin Rock,14,8,3,47.8,0.525,0.329,0.569
2023,7,2023-07,Metal,14,7,4,44.6,0.511,0.702,0.373
2023,7,2023-07,Other,718,437,146,2313.1,0.535,0.546,0.519
2023,7,2023-07,Pop,62,50,6,217.3,0.596,0.518,0.547
2023,7,2023-07,Pop Rock,7,7,2,19.9,0.557,0.637,0.419
2023,7,2023-07,Progressive Metal,1,1,1,3.8,0.047,0.853,0.491
2023,7,2023-07,Progressive Rock,2,2,1,8.1,0.448,0.542,0.372
2023,7,2023-07,Punk Rock,1,1,1,3.0,0.457,0.83,0.602
2023,7,2023-07,R&B,1,1,1,3.6,0.68,0.826,0.644
2023,7,2023-07,Rock,3,2,2,11.4,0.604,0.448,0.265
2023,7,2023-07,Soundtrack,5,5,1,16.7,0.631,0.557,0.49
2023,7,2023-07,Symphonic Metal,1,1,1,4.3,0.472,0.658,0.113
2023,8,2023-08,Alternative Rock,20,12,4,69.0,0.465,0.673,0.471
2023,8,2023-08,Classic Rock,2,2,1,7.2,0.448,0.834,0.453
2023,8,2023-08,Electronic,9,5,3,29.4,0.44,0.431,0.471
2023,8,2023-08,Grunge,3,3,3,9.9,0.347,0.449,0.608
2023,8,2023-08,Hard Rock,16,6,2,63.6,0.635,0.55,0.343
2023,8,2023-08,Hip Hop,55,27,1,201.2,0.626,0.537,0.571
2023,8,2023-08,Indie Rock,5,3,1,17.0,0.416,0.754,0.581
2023,8,2023-08,Latin Rock,9,9,1,42.4,0.542,0.531,0.463
2023,8,2023-08,Metal,13,8,4,34.0,0.537,0.774,0.362
2023,8,2023-08,Other,703,463,174,2285.0,0.516,0.553,0.478
2023,8,2023-08,Pop,65,35,10,176.8,0.632,0.539,0.562
2023,8,2023-08,Pop Rock,9,6,4,29.2,0.428,0.776,0.413
2023,8,2023-08,Power Metal,15,13,1,65.2,0.516,0.572,0.445
2023,8,2023-08,Progressive Metal,17,12,2,58.4,0.443,0.524,0.463
2023,8,2023-08,Progressive Rock,9,5,4,31.9,0.488,0.584,0.505
2023,8,2023-08,Punk Rock,2,1,1,3.5,0.457,0.83,0.602
2023,8,2023-08,R&B,2,2,2,8.7,0.498,0.55,0.419
2023,8,2023-08,Rock,1,1,1,5.7,0.634,0.296,0.181
2023,8,2023-08,Symphonic Metal,1,1,1,4.3,0.472,0.658,0.113
2023,9,2023-09,Alternative Metal,12,9,1,36.2,0.458,0.679,0.315
2023,9,2023-09,Alternative Rock,23,18,5,70.1,0.438,0.67,0.443
2023,9,2023-09,Classic Rock,31,19,10,117.4,0.405,0.642,0.417
2023,9,2023-09,Classical,2,2,1,6.9,0.662,0.433,0.544
2023,9,2023-09,Electronic,5,3,2,10.2,0.355,0.355,0.406
2023,9,2023-09,Grunge,15,10,4,48.3,0.518,0.663,0.505
2023,9,2023-09,Hard Rock,47,24,5,156.8,0.552,0.595,0.422
2023,9,2023-09,Hip Hop,1,1,1,5.0,0.614,0.955,0.852
2023,9,2023-09,Indie Rock,8,6,2,23.2,0.525,0.707,0.586
2023,9,2023-09,Latin Rock,2,2,2,3.8,0.406,0.169,0.834
2023,9,2023-09,Metal,35,17,5,91.9,0.462,0.781,0.364
2023,9,2023-09,Other,674,453,199,1973.5,0.532,0.59,0.511
2023,9,2023-09,Pop,26,16,5,62.8,0.604,0.534,0.507
2023,9,2023-09,Pop Rock,9,8,5,28.4,0.595,0.64,0.525
2023,9,2023-09,Power Metal,2,2,2,3.9,0.556,0.447,0.506
2023,9,2023-09,Progressive Metal,5,4,3,21.6,0.301,0.533,0.392
2023,9,2023-09,Progressive Rock,15,8,3,46.0,0.626,0.623,0.627
2023,9,2023-09,Punk Rock,6,2,2,17.7,0.468,0.849,0.629
2023,9,2023-09,Rock,1,1,1,4.4,0.52,0.709,0.536
2023,9,2023-09,Symphonic Metal,1,1,1,3.9,0.472,0.658,0.113
2023,10,2023-10,Alternative Metal,2,2,1,7.8,0.316,0.801,0.552
2023,10,2023-10,Alternative Rock,22,15,5,74.3,0.532,0.782,0.436
2023,10,2023-10,Classic Rock,15,12,7,68.1,0.427,0.639,0.401
2023,10,2023-10,Electronic,6,4,1,8.8,0.649,0.424,0.534
2023,10,2023-10,Grunge,8,7,2,32.6,0.571,0.712,0.518
2023,10,2023-10,Hard Rock,119,43,5,407.8,0.556,0.622,0.42
2023,10,2023-10,Hip Hop,6,3,1,21.2,0.83,0.491,0.541
2023,10,2023-10,Indie Rock,2,2,2,7.5,0.518,0.578,0.378
2023,10,2023-10,Latin Rock,17,15,3,35.5,0.564,0.517,0.437
2023,10,2023-10,Metal,59,24,6,198.1,0.437,0.756,0.345
2023,10,2023-10,Other,618,355,160,1694.7,0.539,0.616,0.531
2023,10,2023-10,Pop,51,35,8,128.0,0.604,0.432,0.48
2023,10,2023-10,Pop Rock,23,14,3,60.4,0.537,0.475,0.55
2023,10,2023-10,Power Metal,1,1,1,0.3,0.897,0.331,0.487
2023,10,2023-10,Progressive Metal,9,8,3,30.2,0.592,0.618,0.634
2023,10,2023-10,Progressive Rock,25,22,4,113.4,0.474,0.54,0.486
2023,10,2023-10,Rock,2,2,2,10.4,0.59,0.524,0.308
2023,10,2023-10,Soundtrack,23,21,3,18.1,0.444,0.48,0.432
2023,10,2023-10,Symphonic Metal,2,1,1,4.3,0.472,0.658,0.113
2023,11,2023-11,Alternative Rock,16,16,5,58.4,0.49,0.802,0.486
2023,11,2023-11,Classic Rock,2,1,1,0.1,0.558,0.673,0.309
2023,11,2023-11,Classical,2,2,2,10.1,0.338,0.296,0.442
2023,11,2023-11,Grunge,3,3,3,11.2,0.466,0.712,0.543
2023,11,2023-11,Hard Rock,12,10,3,49.0,0.511,0.608,0.351
2023,11,2023-11,Hip Hop,4,4,1,17.4,0.502,0.429,0.53
2023,11,2023-11,Indie Rock,8,4,1,22.0,0.516,0.655,0.538
2023,11,2023-11,Metal,28,16,5,83.3,0.475,0.812,0.336
2023,11,2023-11,Other,290,220,90,944.7,0.53,0.581,0.501
2023,11,2023-11,Pop,29,15,4,60.4,0.637,0.461,0.483
2023,11,2023-11,Pop Rock,28,15,3,88.3,0.558,0.391,0.435
2023,11,2023-11,Progressive Metal,53,33,3,263.5,0.492,0.528,0.482
2023,11,2023-11,Progressive Rock,5,4,2,24.2,0.493,0.489,0.516
2023,11,2023-11,Punk Rock,2,1,1,10.9,0.312,0.949,0.65
2023,11,2023-11,Rock,2,2,2,8.2,0.59,0.524,0.308
2023,12,2023-12,Alternative Rock,50,28,6,139.6,0.475,0.759,0.49
2023,12,2023-12,Classic Rock,4,2,1,8.7,0.357,0.62,0.385
2023,12,2023-12,Grunge,3,2,2,9.9,0.429,0.904,0.356
2023,12,2023-12,Hard Rock,19,13,6,68.8,0.436,0.752,0.379
2023,12,2023-12,Indie Rock,10,6,2,32.7,0.496,0.71,0.615
2023,12,2023-12,Metal,34,24,5,114.3,0.475,0.712,0.369
2023,12,2023-12,Other,295,188,89,869.4,0.516,0.572,0.452
2023,12,2023-12,Pop,17,13,5,59.6,0.634,0.466,0.555
2023,12,2023-12,Pop Rock,15,7,3,38.9,0.466,0.565,0.445
2023,12,2023-12,Progressive Metal,19,14,2,92.7,0.45,0.601,0.51
2023,12,2023-12,Progressive Rock,6,5,3,16.4,0.348,0.485,0.577
2023,12,2023-12,Punk Rock,2,2,1,5.2,0.41,0.962,0.399
2023,12,2023-12,Rock,3,2,2,15.1,0.575,0.601,0.35
2023,12,2023-12,Symphonic Metal,1,1,1,4.3,0.472,0.658,0.113
2024,1,2024-01,Alternative Rock,8,6,4,23.5,0.405,0.676,0.496
2024,1,2024-01,Classic Rock,5,4,1,10.8,0.352,0.782,0.486
2024,1,2024-01,Electronic,1,1,1,4.2,0.686,0.131,0.756
2024,1,2024-01,Grunge,3,3,1,13.0,0.628,0.623,0.501
2024,1,2024-01,Hard Rock,14,12,5,40.0,0.462,0.716,0.405
2024,1,2024-01,Hip Hop,6,6,2,20.3,0.711,0.468,0.619
2024,1,2024-01,Indie Rock,7,7,2,23.6,0.606,0.741,0.587
2024,1,2024-01,Metal,18,12,5,62.6,0.45,0.798,0.386
2024,1,2024-01,Other,361,256,133,1258.8,0.507,0.593,0.489
2024,1,2024-01,Pop,36,18,7,107.3,0.561,0.547,0.622
2024,1,2024-01,Pop Rock,23,15,7,71.4,0.431,0.506,0.578
2024,1,2024-01,Progressive Metal,8,8,3,25.2,0.453,0.61,0.414
2024,1,2024-01,Progressive Rock,9,9,3,51.4,0.368,0.54,0.447
2024,1,2024-01,Punk Rock,1,1,1,4.4,0.496,0.682,0.474
2024,1,2024-01,R&B,1,1,1,3.2,0.772,0.908,0.857
2024,1,2024-01,Rock,1,1,1,4.4,0.52,0.709,0.536
2024,1,2024-01,Symphonic Metal,1,1,1,0.1,0.576,0.588,0.316
2024,2,2024-02,Alternative Rock,14,11,6,44.0,0.424,0.776,0.519
2024,2,2024-02,Classic Rock,6,4,2,20.5,0.58,0.643,0.506
2024,2,2024-02,Electronic,1,1,1,0.0,0.686,0.131,0.756
2024,2,2024-02,Grunge,15,8,3,56.0,0.415,0.853,0.381
2024,2,2024-02,Hard Rock,5,5,2,21.5,0.542,0.487,0.332
2024,2,2024-02,Hip Hop,1,1,1,3.2,0.536,0.301,0.43
2024,2,2024-02,Indie Rock,2,2,2,7.0,0.708,0.786,0.467
2024,2,2024-02,Latin Rock,1,1,1,0.1,0.352,0.372,0.349
2024,2,2024-02,Metal,11,7,3,31.9,0.486,0.622,0.34
2024,2,2024-02,Other,451,293,127,1576.6,0.493,0.61,0.488
2024,2,2024-02,Pop,23,13,6,59.4,0.541,0.505,0.592
2024,2,2024-02,Pop Rock,62,30,6,191.4,0.582,0.469,0.484
2024,2,2024-02,Progressive Metal,21,19,4,111.0,0.507,0.509,0.532
2024,2,2024-02,Progressive Rock,9,5,2,37.0,0.52,0.487,0.541
2024,2,2024-02,Punk Rock,1,1,1,2.8,0.429,0.974,0.33
2024,2,2024-02,Rock,3,2,2,7.3,0.558,0.571,0.418
2024,3,2024-03,Alternative Rock,24,18,6,84.2,0.568,0.559,0.547
2024,3,2024-03,Classic Rock,35,25,5,127.4,0.516,0.63,0.587
2024,3,2024-03,Classical,2,2,1,9.2,0.46,0.106,0.377
2024,3,2024-03,Grunge,19,14,4,60.2,0.43,0.74,0.466
2024,3,2024-03,Hard Rock,31,22,5,95.0,0.478,0.609,0.394
2024,3,2024-03,Hip Hop,15,13,2,65.5,0.677,0.512,0.579
2024,3,2024-03,Indie Rock,3,3,2,8.8,0.444,0.767,0.552
2024,3,2024-03,Latin Rock,17,10,1,82.4,0.51,0.572,0.462
2024,3,2024-03,Metal,47,37,9,133.3,0.427,0.676,0.383
2024,3,2024-03,Other,796,470,177,2796.2,0.533,0.559,0.531
2024,3,2024-03,Pop,45,23,7,143.2,0.572,0.409,0.479
2024,3,2024-03,Pop Rock,27,12,4,85.4,0.433,0.446,0.375
2024,3,2024-03,Power Metal,30,24,1,100.8,0.566,0.507,0.517
2024,3,2024-03,Progressive Metal,39,18,3,153.9,0.503,0.619,0.4
2024,3,2024-03,Progressive Rock,19,12,3,55.4,0.501,0.493,0.51
2024,3,2024-03,Punk Rock,10,10,3,30.0,0.459,0.924,0.643
2024,3,2024-03,Rock,8,2,2,30.4,0.534,0.657,0.492
2024,4,2024-04,Alternative Rock,19,11,5,50.7,0.454,0.795,0.434
2024,4,2024-04,Classic Rock,26,14,6,99.4,0.527,0.652,0.54
2024,4,2024-04,Electronic,2,2,2,4.3,0.312,0.607,0.612
2024,4,2024-04,Grunge,22,13,4,68.4,0.482,0.634,0.467
2024,4,2024-04,Hard Rock,66,29,4,242.0,0.403,0.665,0.384
2024,4,2024-04,Hip Hop,3,3,3,9.8,0.681,0.413,0.582
2024,4,2024-04,Indie Rock,5,2,2,16.0,0.719,0.677,0.538
2024,4,2024-04,Latin Rock,26,19,2,95.3,0.543,0.469,0.537
2024,4,2024-04,Metal,17,11,6,66.6,0.452,0.485,0.434
2024,4,2024-04,Other,731,484,189,2527.6,0.499,0.577,0.522
2024,4,2024-04,Pop,49,44,10,159.3,0.513,0.442,0.503
2024,4,2024-04,Pop Rock,11,11,7,37.1,0.534,0.533,0.568
2024,4,2024-04,Power Metal,6,6,1,26.5,0.607,0.36,0.403
2024,4,2024-04,Progressive Metal,24,14,4,98.5,0.638,0.506,0.403
2024,4,2024-04,Progressive Rock,53,36,3,219.9,0.448,0.503,0.48
2024,4,2024-04,Punk Rock,2,2,2,6.8,0.556,0.714,0.554
2024,4,2024-04,R&B,7,3,1,24.4,0.686,0.817,0.656
2024,4,2024-04,Rock,5,4,4,22.8,0.553,0.507,0.441
2024,4,2024-04,Soundtrack,3,3,1,14.1,0.601,0.714,0.333
2024,4,2024-04,Symphonic Metal,16,12,1,62.3,0.506,0.539,0.452
2024,5,2024-05,Alternative Metal,1,1,1,3.6,0.443,0.781,0.372
2024,5,2024-05,Alternative Rock,45,31,8,127.1,0.501,0.538,0.573
2024,5,2024-05,Classic Rock,15,13,7,46.5,0.502,0.602,0.475
2024,5,2024-05,Electronic,4,4,1,10.8,0.625,0.446,0.708
2024,5,2024-05,Grunge,6,6,3,25.5,0.432,0.648,0.472
2024,5,2024-05,Hard Rock,64,36,5,245.0,0.399,0.545,0.419
2024,5,2024-05,Indie Rock,1,1,1,2.6,0.548,0.532,0.405
2024,5,2024-05,Metal,12,9,5,41.9,0.495,0.551,0.342
2024,5,2024-05,Other,789,526,224,2565.0,0.483,0.55,0.527
2024,5,2024-05,Pop,102,47,9,354.8,0.583,0.486,0.5
2024,5,2024-05,Pop Rock,11,9,4,29.7,0.433,0.45,0.54
2024,5,2024-05,Power Metal,2,2,1,9.0,0.536,0.474,0.176
2024,5,2024-05,Progressive Metal,72,41,3,361.7,0.488,0.506,0.473
2024,5,2024-05,Progressive Rock,54,31,6,147.6,0.496,0.492,0.569
2024,5,2024-05,Punk Rock,4,3,2,9.7,0.47,0.938,0.68
2024,5,2024-05,R&B,1,1,1,3.2,0.772,0.908,0.857
2024,5,2024-05,Rock,3,3,3,8.5,0.545,0.524,0.462
2024,5,2024-05,Soundtrack,7,7,2,21.3,0.447,0.503,0.448
2024,5,2024-05,Symphonic Metal,4,3,1,2.0,0.747,0.468,0.79
2024,6,2024-06,Alternative Rock,54,41,8,156.5,0.436,0.571,0.483
2024,6,2024-06,Classic Rock,6,5,3,13.4,0.328,0.661,0.468
2024,6,2024-06,Country,2,2,2,6.6,0.59,0.489,0.567
2024,6,2024-06,Electronic,27,16,3,41.4,0.411,0.502,0.459
