genre,artist,play_count,total_minutes
Other,George Frideric Handel,29,78.0
Other,George Harrison,6,23.8
Other,George Michael,99,293.1
Other,George Ogilvie,12,37.2
Other,Gerard Cousins,5,0.6
Other,Gerard Way,14,51.0
Other,Getter,7,14.0
Other,Ghost,1136,3144.4
Other,Ghost Brigade,68,127.2
Other,Giacomo Puccini,33,91.6
Other,Giuseppe Verdi,21,39.9
Other,Glass Animals,12,41.7
Other,Glee Cast,6,10.2
Other,Glenn Stafford,7,24.0
Other,Globus,150,356.5
Other,Gnarls Barkley,18,56.6
Other,Go West,5,11.4
Other,God Is An Astronaut,75,274.0
Other,Godsmack,14,22.6
Other,Gojira,119,385.4
Other,Goldfrapp,5,8.2
Other,Goldmund,11,37.8
Other,Gone Is Gone,5,20.0
Other,Good Charlotte,171,408.1
Other,Gorilla,132,432.7
Other,Gothminister,8,23.5
Other,Gotye,13,17.0
Other,Grace Grundy,8,16.8
Other,Gracie Abrams,12,24.0
Other,Great White,5,9.5
Other,Green Carnation,330,941.8
Other,Green Day,434,1245.0
Other,Greta Van Fleet,65,87.8
Other,Grey,13,24.4
Other,Grifolk,6,12.9
Other,Gronholm,6,0.9
Other,Grupo Astral,5,4.6
Other,Gryffin,10,14.4
Other,Guasones,10,19.8
Other,Guillaume Dufay,10,21.4
Other,Guilt Machine,12,74.2
Other,Guns N' Roses,260,999.7
Other,Gustavo Cerati,235,822.2
Other,Gustavo Cordera,8,17.7
Other,Gustavo Santaolalla,20,44.1
Other,Guthrie Govan,30,65.9
Other,Gwen Stefani,6,13.6
Other,Günther,12,16.3
Other,HELLYEAH,14,32.9
Other,HIM,417,963.5
Other,Haggard,11,12.0
Other,Hailee Steinfeld,17,37.8
Other,Haken,233,869.1
Other,Halestorm,465,1035.1
Other,Haley Klinkhammer,14,35.1
Other,Haloo Helsinki!,8,21.1
Other,Halsey,58,122.1
Other,HammerFall,44,153.6
Other,Hammock,5,29.3
Other,Hans immer,281,833.5
Other,Hanson,5,11.6
Other,Happoradio,16,43.9
Other,Hard-Fi,71,159.1
Other,Hardwell,6,6.6
Other,Harold Faltermeyer,10,27.6
Other,Harrison Storm,7,12.6
Other,Harry Gregson-Williams,35,90.3
Other,Harry Styles,781,2131.1
Other,Hayden Calnin,7,18.4
Other,Headspace,10,22.1
Other,Heart,26,79.0
Other,Heaven 17,5,16.1
Other,Helloween,48,95.1
Other,Henry Jackman,110,209.7
Other,Henry Jamison,5,7.6
Other,Hermetica,23,62.4
Other,Heroes Del Silencio,16,41.7
Other,Hey Violet,33,40.6
Other,Hidden Citiens,5,17.4
Other,Hinder,30,99.1
Other,Hive,7,13.1
Other,Hoier,246,668.7
Other,Holden Laurence,6,19.5
Other,Hole,5,6.9
Other,Hollow Ember,5,20.7
Other,Holly Humberstone,5,7.3
Other,Hollywood Principle,8,26.5
Other,Hollywood Undead,11,22.3
Other,Home,9,25.0
Other,Hoobastank,35,97.8
Other,Horcas,12,27.7
Other,Hot Chip,5,12.2
Other,How To Destroy Angels,15,43.6
Other,Howard Jones,11,37.3
Other,Howard Shore,130,518.9
Other,Howie Day,8,18.2
Other,Huevo,7,14.3
Other,Huey Lewis & The News,12,30.4
Other,Hunter Hayes,9,7.3
Other,Hurt,10,25.7
Other,Hurts,304,591.1
Other,I Am Waiting for You Last Summer,6,19.1
Other,I Monster,38,63.5
Other,IAMX,1352,3788.2
Other,ICEHOUSE,6,9.6
Other,ILLENIUM,16,18.9
Other,INXS,790,2186.4
Other,IQ,29,150.0
Other,ISIS,5,2.0
Other,Iamthemorning,100,293.6
Other,Ian Wong,7,4.0
Other,Iced Earth,9,24.7
Other,Idina Menel,6,7.8
Other,If These Trees Could Talk,16,65.2
Other,Iggy Aalea,16,28.8
Other,Iggy Pop,5,4.7
Other,Igor Stravinsky,10,15.2
Other,Ihlo,30,119.4
Other,Ihsahn,47,112.6
Other,Ill Niño,10,23.6
Other,Illya Kuryaki & The Valderramas,7,20.7
Other,Imaginary Future,19,12.4
Other,Imagine Dragons,2309,5681.4
Other,Immediate,6,5.0
Other,Imogen Heap,9,15.2
Other,In Flames,65,155.6
Other,In This Moment,803,1972.5
Other,Incubus,260,616.4
Other,Indios,6,6.0
Other,Inon ur,12,20.8
Other,Insomnium,14,45.0
Other,Institute,5,17.4
Other,Interpol,50,117.2
Other,Intoxicados,16,24.7
Other,Irene Gaifana,6,0.0
Other,Iron Maiden,408,1553.4
Other,Isabel LaRosa,5,11.7
Other,Isak Danielson,9,17.6
Other,Israel Kamakawiwo'ole,19,46.6
Other,Iván Torrent,12,32.6
Other,J Balvin,16,13.4
Other,JAF,11,45.3
Other,JAY-,12,26.6
Other,JP Saxe,6,16.2
Other,Jack Gardiner,16,60.0
Other,Jack Johnson,8,15.7
Other,Jack Trammell,9,9.4
Other,Jack Wall,13,22.4
Other,Jack White,7,12.7
Other,Jack Ü,32,63.8
Other,Jack's Mannequin,6,27.8
Other,Jaco Pastorius,41,109.7
Other,Jacob Lee,44,109.4
Other,Jacob Shea,39,120.2
Other,Jade Bird,5,2.7
Other,Jaime Sin Tierra,16,29.8
Other,Jakub ytecki,5,12.2
Other,James,6,17.6
Other,James Arthur,84,227.3
Other,James Bay,300,741.7
Other,James Blake,6,5.0
Other,James Blunt,128,368.9
Other,James E. Gray,8,20.1
Other,James Gillespie,5,3.3
Other,James Heather,5,12.0
Other,James Horner,10,25.7
Other,James Labrie,23,71.0
Other,James Morrison,11,33.3
Other,James Newton Howard,35,119.6
Other,James Smith,8,15.5
Other,James TW,8,18.0
Other,James Taylor,12,21.4
Other,James Vincent McMorrow,6,18.4
Other,Jamie T,5,13.4
Other,Jamiroquai,292,765.2
Other,Jan Václav Vorísek,7,19.7
Other,Jane's Addiction,16,41.8
Other,Jarabe De Palo,75,256.5
Other,Jared Leto,22,73.4
Other,Jared Moreno Luna,5,13.0
Other,Jartisto,8,6.4
Other,Jasmine Thompson,9,10.0
Other,Jason Aldean,5,16.3
Other,Jason Becker,35,103.5
Other,Jason Derulo,24,60.5
Other,Jason Mra,234,707.4
Other,Jason Walker,5,0.0
Other,Javier Milei,5,4.3
Other,Jaymes Young,34,75.9
Other,Jean Sibelius,17,54.6
Other,Jef Martens,5,1.0
Other,Jeff Buckley,11,30.3
Other,Jefferson Airplane,7,10.6
Other,Jennifer Lope,12,8.1
Other,Jennifer Paige,7,20.9
Other,Jenny Lange,5,1.3
Other,Jeremy ucker,22,49.5
Other,Jerry Cantrell,5,21.7
Other,Jesper Kyd,34,115.2
Other,Jesse & Joy,13,33.0
Other,Jessica Simpson,20,73.0
Other,Jessie J,45,133.8
Other,Jet,10,24.2
Other,Jethro Tull,124,262.2
Other,Jimi Hendrix,24,54.6
Other,Jimmy Eat World,17,41.2
Other,JoJo,6,14.3
Other,Joaquín Sabina,9,21.3
Other,Joe Bonamassa,40,183.3
Other,Joe Cocker,8,5.8
Other,Joe Hisaishi,6,19.4
Other,Joe Satriani,218,781.5
Other,"Joe Satriani, Steve Vai & John Petrucci",5,17.1
Other,Joel Lindfors,5,16.6
Other,Joep Beving,8,28.1
Other,Johann Sebastian Bach,62,175.9
Other,Johannes Brahms,10,41.1
Other,Johannes Oerding,9,20.6
Other,John 5,22,21.4
Other,John Cage,5,2.7
Other,John Coltrane,20,100.9
Other,John Frusciante,19,67.1
Other,John Legend,10,27.1
Other,John Lennon,66,168.3
Other,John Mayer,113,291.6
Other,John Ottman,18,47.5
Other,John Petrucci,65,266.1
Other,John Powell,18,34.3
Other,John Wesley,15,51.8
Other,John Williams,119,270.4
Other,Johnny Cash,13,32.3
Other,Johnny Hates Ja,6,17.3
Other,Joji,11,26.3
Other,Jon Bon Jovi,11,48.9
Other,Jonas and I,12,21.7
Other,Jordan Pruitt,8,28.2
Other,Jordan Rudess,48,80.1
Other,Joseph Vincent,6,7.7
Other,Josh Powell,16,23.0
Other,Journey,57,188.0
Other,Joy Division,22,28.7
Other,Joy Williams,5,7.4
Other,Juan Carlos Baglietto,70,207.5
Other,Juan Magán,6,12.0
Other,Juanes,6,12.8
Other,Judas Priest,49,96.8
Other,Juli,57,139.3
Other,Julia Michaels,34,73.3
Other,Julian Casablancas,8,28.7
Other,Julien-K,10,40.1
Other,Juliet Simms,28,44.1
Other,Jungle,5,17.1
Other,Justin Bieber,133,392.5
Other,Justin Timberlake,112,449.9
Other,Jóhann Jóhannsson,10,25.3
Other,KISS,87,237.1
Other,KMFDM,5,12.5
Other,KT Tunstall,55,133.5
Other,Kaipa,18,59.4
Other,Kaiser Chiefs,33,58.8
Other,Kamelot,25,70.6
Other,Kansas,251,978.6
Other,Kapanga,7,4.5
Other,Kara's Flowers,10,18.1
Other,Karfagen,7,22.2
Other,Kari Rueslåtten,20,31.3
Other,Karmakanic,8,14.4
Other,Karnivool,241,936.0
Other,Kasabian,74,110.2
Other,Katatonia,147,462.5
Other,Kate Bush,9,14.0
Other,Katy Perry,36,97.2
Other,Kauf,39,47.2
Other,Keane,1281,4296.6
Other,Keaton Henson,11,32.2
Other,Kehlani,23,21.2
Other,Kelly Clarkson,22,33.3
Other,Kendra Logoar,6,7.5
Other,Kenny G,11,4.9
Other,Kenny Loggins,46,126.0
Other,Kesha,11,25.9
Other,Kevin Rix,5,8.5
Other,Kidneythieves,8,30.6
Other,Killswitch Engage,31,81.4
Other,Kim Carnes,10,33.4
Other,Kim Petras,6,10.6
Other,Kina Grannis,10,18.0
Other,King Crimson,97,405.4
Other,King Princess,5,3.5
Other,Kingcrow,36,95.7
Other,Kings of Leon,110,307.0
Other,Kiuas,6,23.6
Other,Klaus Badelt,9,20.8
Other,Klaxons,6,12.1
Other,Klimt 1918,10,27.9
Other,Knife Party,6,18.9
Other,Knight Area,7,37.5
Other,Kodaline,45,135.8
Other,Koloni,5,17.0
Other,Korn,237,656.3
Other,Korpiklaani,23,58.6
Other,KoruSe,6,16.4
Other,Krewella,5,11.1
Other,Kristian Kristensen,5,21.3
Other,Krypteria,7,8.5
Other,Kudai,25,19.1
Other,Kurt Cobain,26,24.6
Other,Kygo,37,67.1
Other,Kyle Dixon & Michael Stein,15,8.2
Other,Kylie Minogue,30,93.0
Other,LP,10,30.5
Other,La Fuga,7,7.4
Other,La Ley,9,25.2
Other,La Maquina De Hacer Pájaros,21,35.2
Other,La Oreja de Van Gogh,151,570.7
Other,La Portuaria,7,4.2
Other,La Renga,41,55.0
Other,La Vela Puerca,7,26.7
Other,Labrinth,20,43.2
Other,Lacrimas Profundere,14,21.9
Other,Lacuna Coil,78,143.3
Other,Lady A,14,44.8
Other,Lady Gaga,54,138.4
Other,Ladyhawke,6,7.6
Other,Lake Of Tears,9,23.0
Other,Lamb of God,188,287.2
Other,Lana Del Rey,284,961.6
Other,Landon Austin,7,7.5
Other,Larry Groupé,21,22.5
Other,Las Pastillas del Abuelo,19,83.3
Other,Las Pelotas,18,35.1
Other,Las Vin Up,9,15.1
Other,Las Voces Blancas,13,40.8
Other,Laura Branigan,13,51.6
Other,Lauri,21,62.4
Other,Lauv,20,31.5
Other,Leaves' Eyes,10,28.3
Other,Lechuga,8,6.0
Other,Led eppelin,171,757.3
Other,Lee Ritenour's 6 String Theory,5,9.5
Other,Lenny Kravit,375,1316.9
Other,Leo Brouwer,12,13.0
Other,Leona Lewis,8,16.1
Other,Leprous,1817,7440.0
Other,Leroy Sanche,6,10.7
Other,Les Friction,283,620.8
Other,Les Luthiers,6,5.5
Other,Leslie Grace,5,10.4
Other,Less Than Jake,7,4.4
Other,Level 42,14,42.8
Other,Lewis Capaldi,496,1249.4
Other,Lewis Watson,17,77.9
Other,León Gieco,5,12.1
Other,Lia Marie Johnson,11,32.9
Other,Lifehouse,19,27.8
Other,Lights Of Skadi,6,12.1
Other,Lil Wayne,20,47.1
Other,Lili K,5,14.7
Other,Lily & Madeleine,13,22.1
Other,Lily Allen,15,28.2
Other,Limewax,11,15.9
Other,Limp Bikit,56,166.0
Other,Lindemann,7,16.8
Other,Lindsey Stirling,7,14.2
Other,Linkin Park,591,1362.5
Other,Lio,6,8.1
Other,Lionel Richie,62,46.4
Other,Liquid Tension Experiment,79,275.7
Other,Lisandro Aristimuño,51,88.2
Other,Lito Vitale,8,16.8
Other,Little Mix,19,34.5
Other,Live,14,55.4
Other,Living Colour,16,65.5
Other,Liy McAlpine,53,132.4
Other,Lo' Pibitos,7,4.9
Other,London Grammar,61,125.2
Other,Lonely Robot,10,20.1
Other,Long Distance Calling,45,164.8
Other,Longing For Tomorrow,25,25.5
Other,Loquero,5,0.4
Other,Lord Huron,28,58.4
Other,Lorde,724,2076.5
Other,Lordi,27,62.6
Other,Lorne Balfe,31,52.7
Other,Los Abuelos De La Nada,25,52.8
Other,Los Antiguos,16,11.5
Other,Los Auténticos Decadentes,22,59.9
Other,Los Caballeros De La Quema,12,21.7
Other,Los Chalchaleros,21,54.2
Other,Los Changos Oficial,5,14.1
Other,Los Enanitos Verdes,28,78.4
Other,Los Espiritus,12,19.6
Other,Los Fabulosos Cadillacs,56,186.6
Other,Los Huayra,28,70.9
Other,Los Manseros Santiagueños,9,19.1
Other,Los Nocheros,12,18.7
Other,Los Nombradores,6,13.2
Other,Los Nombradores del Alba,51,129.6
Other,Los Piojos,7,9.2
Other,Los Rodrigue,63,230.8
Other,Los Rojas,7,20.9
Other,Los Tipitos,18,53.8
Other,Lou Reed,5,11.0
Other,Louis Tomlinson,5,17.1
Other,Loverboy,5,7.3
Other,Lower Definition,67,94.6
Other,Luciano Pavarotti,6,25.1
Other,Luciano Pereyra,6,6.8
Other,Lucio Dalla,13,36.9
Other,Lucién,7,2.3
Other,Ludovico Einaudi,52,208.5
Other,Ludwig van Beethoven,38,188.0
Other,Luis Alberto Spinetta,75,136.8
Other,Luis Fonsi,31,111.9
Other,Luis Miguel,11,23.5
Other,Luke Bryan,5,18.6
Other,Lunatic Soul,313,973.8
Other,Luther Vandross,59,136.6
Other,Lynyrd Skynyrd,27,143.2
Other,LÉON,17,22.1
Other,MARINA,19,42.9
Other,MAX,7,11.5
Other,MEG MYERS,9,29.6
Other,MGMT,57,149.8
Other,MIKA,69,205.6
Other,MISSIO,5,15.4
Other,MONO,5,43.8
Other,Machinae Supremacy,5,18.4
Other,Machine Head,69,221.7
Other,Mad Season,18,70.2
Other,Madison Beer,13,26.8
Other,Madonna,81,318.8
Other,Magic Sword,16,47.2
Other,Maisie Peters,9,14.8
Other,Major Laer,10,16.0
Other,Mala Fama,19,14.0
Other,Mali-Koa,10,14.1
Other,Maluma,14,19.8
Other,Mandroid Echostar,5,12.6
Other,Manic Street Preachers,20,45.7
Other,Manowar,12,23.8
Other,Manuel Barrueco,5,12.7
Other,Maná,102,402.1
Other,Maps,6,2.4
Other,Marama,7,3.2
Other,Maraton,5,20.3
Other,Marcin Prybyłowic,24,49.8
Other,Marco Sfogli,6,20.3
Other,Marcos Blanc,6,10.8
Other,Marcy Playground,6,17.3
Other,Mariah Carey,10,18.2
Other,Marilina Bertoldi,143,302.4
Other,Marillion,207,673.6
Other,Marilyn Manson,607,1786.2
Other,Marito Baracus,14,11.9
Other,Mark Diamond,21,27.0
Other,Mark John Petrie,5,7.3
Other,Mark Lettieri,12,7.6
Other,Mark Ronson,26,71.6
Other,Marko Hietala,43,163.4
Other,Maroon 5,3123,9355.4
Other,Marsheaux,20,85.3
Other,Marshmello,7,10.7
Other,Martin Garrix,12,24.7
Other,Martin Landh,7,13.2
Other,Marty Friedman,205,687.1
Other,Marvin Gaye,14,38.0
Other,Massacre,98,220.5
Other,Massive Attack,52,197.1
Other,Masterplan,22,62.2
Other,Mastodon,69,173.5
Other,Matt Bellamy,21,17.6
Other,Matt Bissonette,5,13.9
Other,Maurice Ravel,15,51.0
Other,Max Richter,287,541.5
Other,Maybeshewill,11,45.7
Other,Mayday Parade,20,64.6
Other,Me First and the Gimme Gimmes,17,15.2
Other,Me+T,6,18.9
Other,Meat Loaf,5,24.7
Other,Meditation,5,11.2
Other,Megadeth,408,1219.6
Other,Megan Davies,48,34.4
Other,Meghan Trainor,19,34.2
Other,Melanie Martine,24,59.4
Other,Memphis May Fire,12,16.1
Other,Men At Work,29,75.2
Other,Men Without Hats,19,37.6
Other,Mercedes Sosa,50,152.2
Other,Meshuggah,27,63.7
Other,Mest,21,35.1
Other,Metallica,482,1810.4
Other,Mew,10,24.2
Other,Mi Amigo Invencible,28,31.4
Other,Miami Horror,10,21.5
Other,Michael Angelo Batio,131,293.5
Other,Michael Bublé,9,21.8
Other,Michael Giacchino,8,13.0
Other,Michael Jackson,638,2074.5
Other,Michael Kiske & Amanda Somerville,19,42.9
Other,Michael Schenker Group,6,21.7
Other,Michael Schulte,10,21.8
Other,Michael Sembello,11,45.0
Other,Michele Baldui,6,14.6
Other,Mick Jagger,33,73.4
Other,Midnight Oil,8,13.0
Other,Mike + The Mechanics,14,22.1
Other,Mike Massé,498,1100.2
Other,Mikolai Stroinski,19,32.0
Other,Miles Davis,35,128.7
Other,Miles Kane,15,23.0
Other,Miley Cyrus,751,2239.4
Other,Milky Chance,6,8.7
Other,Millencolin,44,73.2
Other,Ministry,10,28.2
Other,Minniva,11,18.7
Other,Minus the Bear,29,109.4
Other,Miranda!,12,17.1
Other,Misfits,22,36.7
Other,Missy & Blonde,5,6.1
Other,Missy Higgins,25,27.0
Other,Moby,32,122.2
Other,Modern Talking,16,51.0
Other,Modest Mouse,7,14.7
Other,Modjo,6,27.5
Other,Mogwai,40,104.3
Other,Monoral,9,11.6
Other,Mooncake,14,58.4
Other,Moray Pringle,11,34.9
Other,Morcheeba,11,31.4
Other,Morrissey,19,39.5
Other,Mortal Love,5,17.0
Other,Mostly Autumn,9,40.3
Other,Mother Mother,6,18.3
Other,Motörhead,9,11.4
Other,Mr. Big,6,7.0
Other,Mr. Mister,10,37.9
Other,Muddy Waters,17,82.7
Other,Mudvayne,100,278.7
Other,Mumford & Sons,41,78.0
Other,Muse,2730,9075.9
Other,My Chemical Romance,350,1056.7
Other,My Darkest Days,9,21.2
Other,Myles Kennedy,12,49.4
Other,Myrath,5,16.7
Other,Mystery,12,53.7
Other,MØ,7,19.1
Other,Måneskin,25,56.4
Other,Mélanie Laurent,8,20.4
Other,Mötley Crüe,31,72.1
Other,NEEDTOBREATHE,6,17.3
Other,NERIAH,9,13.3
Other,NERO,7,20.9
Other,NOFX,27,62.1
Other,NOTHING MORE,10,32.9
Other,Nada Surf,356,893.8
Other,Natalia Lacuna,26,56.9
Other,Natalie Imbruglia,12,37.1
Other,National Anthems & World Marches,11,5.4
Other,Native Construct,25,112.7
Other,Ne Obliviscaris,47,291.8
Other,Neal Acree,5,11.5
Other,Neal Morse,10,40.8
Other,Neck Deep,8,8.0
Other,Nemesea,18,50.0
Other,Neon Trees,9,16.1
Other,Nerina Pallot,11,13.2
Other,Nessa Barrett,29,66.3
Other,Neutral Milk Hotel,5,0.3
Other,Never Shout Never,5,14.3
Other,Nevermore,11,24.5
Other,New Found Glory,11,32.5
Other,New Order,67,226.5
Other,New Years Day,18,57.8
Other,New York Dolls,12,3.7
Other,Niall Horan,40,98.0
Other,Niccolò Paganini,19,60.0
Other,Nicholas Hooper,9,14.4
Other,Nick Cave & The Bad Seeds,5,2.3
Other,Nick Johnston,23,48.7
Other,Nick Jonas,15,31.4
Other,Nick Phoenix,32,62.8
Other,Nickelback,417,1225.1
Other,Nicki Minaj,5,4.5
Other,Nicky Jam,8,16.7
Other,Nightingale,6,22.5
Other,Nightwish,651,2309.3
Other,Nik Kershaw,27,86.0
Other,Nikolai Rimsky-Korsakov,28,116.6
Other,Nils Frahm,8,30.2
Other,Nina Nesbitt,13,26.8
Other,Nina Simone,12,14.2
Other,Nina Tribus,56,98.3
Other,Nine Inch Nails,823,2206.4
Other,Ninet Tayeb,7,12.2
Other,Nirvana,326,810.8
Other,No Doubt,33,112.0
Other,No Te Va Gustar,213,671.7
Other,No Use For A Name,11,5.4
Other,No Vacancy,6,4.6
Other,No-Man,54,136.5
Other,Noah Cyrus,44,106.0
Other,Noah Kahan,6,13.1
Other,Noel Gallagher's High Flying Birds,11,12.3
Other,Nomy,7,4.4
Other,Nonpoint,26,56.5
Other,Norah Jones,5,10.0
Other,Norther,11,13.2
Other,Northern Faces,5,13.9
Other,Northern Kings,130,256.1
Other,Nosound,33,103.7
Other,Nothing But Thieves,51,125.9
Other,Novo Amor,38,114.0
Other,Néstor Garnica,23,42.9
Other,OConnor,5,5.8
Other,OK Go,26,38.4
Other,OOMPH!,9,19.2
Other,ORKID,5,14.8
Other,OSI,44,136.0
Other,OWEL,15,85.7
Other,Oasis,169,534.5
Other,Oceans of Slumber,13,41.7
Other,Oceansie,38,143.3
Other,October Tide,21,25.8
Other,Of Monsters and Men,122,303.4
Other,Oh Hiroshima,17,48.1
Other,Oh Wonder,5,6.6
Other,Ola Englund,11,54.6
Other,Old Gods of Asgard,29,30.3
Other,Oli Langford,5,5.9
Other,Oliver Riot,31,81.2
Other,Olivia O'Brien,10,15.7
Other,Olivia Rodrigo,46,114.5
Other,Olly Murs,11,15.9
Other,One Direction,68,168.2
Other,One Less Reason,55,118.4
Other,OneRepublic,91,293.9
Other,Opeth,776,2988.7
Other,Orchestra Volare,10,28.4
Other,Orchestral Manoeuvres In The Dark,9,17.5
Other,Orgy,25,73.4
Other,Orlando Vera Cru,6,20.4
Other,Orphaned Land,20,25.5
Other,Otep,72,170.2
Other,Otherwise,6,12.6
Other,Otis Redding,10,14.0
Other,Ouna,8,11.9
Other,Outkast,6,15.6
Other,Outlanders,9,52.5
Other,Owane,42,138.0
Other,Oy Osbourne,270,777.6
Other,P!nk,75,107.0
Other,P.O.D.,9,31.0
Other,PJ Harvey,18,32.5
Other,PVRIS,27,74.2
Other,Pagan's Mind,6,22.8
Other,Pagoda,25,39.4
Other,Pain of Salvation,938,3141.1
Other,Panic! At The Disco,461,1073.9
Other,Pantera,123,280.6
Other,Paolo Nutini,5,19.6
Other,Papa Roach,159,361.6
Other,Pappo,7,4.4
Other,Pappo's Blues,6,9.2
Other,Parachute,8,18.0
Other,Paradise Lost,39,42.0
Other,Paramore,83,238.7
Other,Parcels,24,97.4
Other,Passenger,45,85.8
Other,Passion Pit,5,13.4
Other,Patricio Rey y sus Redonditos de Ricota,136,352.7
Other,Patrick Watson,42,26.0
Other,Patrick Wolf,25,45.0
Other,Paul Dinletir,15,35.4
Other,Paul Engemann,8,12.5
Other,Paul McCartney,24,87.8
Other,Paul Young,34,91.0
Other,Paula Abdul,9,24.2
Other,Pavement,31,32.6
Other,Peaceful Melody,5,9.5
Other,Pearl Jam,181,687.2
Other,Pedro Anar,29,68.7
Other,Pennywise,11,2.4
Other,Pentatonix,41,92.2
Other,Pere,30,93.3
Other,Periphery,264,818.7
Other,Perras on the beach,7,5.1
Other,Persefone,36,62.6
Other,Pescado Rabioso,17,36.9
Other,Pet Shop Boys,22,68.1
Other,Peter Sandberg,5,13.2
Other,Pharrell Williams,135,532.9
Other,Phideaux,17,47.2
Other,Phil Collins,82,308.4
Other,Philip Glass,7,39.5
Other,Phish,8,30.9
Other,Phoebe Bridgers,7,13.5
Other,Phoenix,8,13.0
Other,Phoenix Effect,7,22.5
Other,Picture This,89,253.8
Other,Pierce The Veil,6,16.4
Other,Pink Floyd,1149,3818.1
Other,Pink Guy,6,15.8
Other,Pitbull,8,5.3
Other,Pixies,27,39.4
Other,Placebo,306,728.4
Other,Plain White T's,26,29.3
Other,Plested,5,7.2
Other,Plini,79,276.2
Other,Poets of the Fall,551,1386.9
Other,Pogo,15,15.6
Other,Poison,21,63.2
Other,Poisonblack,6,23.7
Other,Polyphia,52,172.2
Other,Pomme,6,13.5
Other,Pop Evil,47,101.6
Other,Popol Vuh,7,10.5
Other,Porcupine Tree,1979,7809.9
Other,Pork,193,594.2
Other,Porter Robinson,8,28.2
Other,Portishead,12,22.5
Other,Portugal. The Man,5,13.8
Other,Post Malone,11,21.9
Other,Powerman 5000,11,30.2
Other,Powerwolf,14,20.5
Other,Prefab Sprout,16,34.3
Other,Pretenders,40,100.5
Other,Pretty Balanced,11,4.7
Other,Primal Scream,24,42.1
Other,Prime Circle,20,35.8
Other,Primus,15,24.7
Other,Prince,53,181.1
Other,Proofsound,6,4.9
Other,Prophets Of Rage,14,8.4
Other,Protest The Hero,6,16.9
Other,Public Image Ltd.,5,12.7
Other,Puddle Of Mudd,56,160.0
Other,Pulp,16,27.1
Other,Pure Reason Revolution,9,41.7
Other,Puscifer,17,33.0
Other,Pyotr Ilyich Tchaikovsky,27,129.2
Other,Pyromed,10,42.8
Other,Queen,1068,2933.0
Other,Queens of the Stone Age,247,743.6
Other,Queensrÿche,67,159.4
Other,Quiet Riot,33,101.1
Other,R.E.M.,215,728.1
Other,RAIGN,6,18.9
Other,REO Speedwagon,20,55.9
Other,RPWL,97,328.6
Other,RY X,5,13.3
Other,Radio Musica Clasica,16,26.8
Other,Radiohead,594,1456.6
Other,Radnor & Lee,17,40.8
Other,Rag'n'Bone Man,6,14.3
Other,Rage,32,35.7
Other,Rage Against The Machine,42,66.4
Other,Ragnar olberg,43,74.3
Other,Rainbow,16,47.0
Other,Ramin Djawadi,51,145.2
Other,Ramiro Flores,35,70.8
Other,Rammstein,1075,2674.9
Other,Ramones,280,490.2
Other,Rancid,41,73.1
Other,Rata Blanca,68,134.6
Other,Ravenscroft,6,22.8
Other,Ray LaMontagne,5,4.2
Other,Ray Parker Jr.,7,8.8
Other,Ray Wilson,7,25.3
Other,Rayos Láser,22,25.5
Other,Re,10,15.8
Other,ReVamp,51,100.9
Other,Reading Background Music Playlist,18,16.8
Other,Really Slow Motion,5,6.3
Other,Red,82,180.7
Other,Red Hot Chili Peppers,359,1178.7
Other,Red Sun Rising,7,21.1
Other,Redemption,11,17.8
Other,Reel Big Fish,11,32.8
Other,Regina Spektor,5,9.3
Other,Reinhard Mey,18,58.7
Other,Relaxing Music,11,34.3
Other,Rendevous Point,14,53.5
Other,Rev Theory,12,37.6
Other,Revis,41,69.2
Other,Rey Sol Marquesi,10,4.4
Other,Rhapsody,12,12.4
Other,Rhapsody Of Fire,25,90.0
Other,Rhys Lewis,10,20.2
Other,Ricardo Arjona,77,286.6
Other,Richard Galliano,5,11.7
Other,Richard Henshall,5,15.3
Other,Richard Wagner,13,59.9
Other,Richie Koten,13,44.2
Other,Richie Sambora,14,68.7
Other,Rick Astley,102,290.5
Other,Rick Springfield,6,4.2
Other,Rick Wakeman,37,50.0
Other,Ricky Montgomery,7,23.2
Other,Rihanna,74,162.1
Other,Rise Against,20,60.3
Other,Rishloo,140,545.6
Other,Rival Sons,5,24.0
Other,Riverside,1011,3279.1
Other,Rob Martino,8,39.7
Other,Rob ombie,62,128.4
Other,Robbie Williams,748,2323.0
Other,Robert Schumann,6,17.5
Other,Roberto Goyeneche,8,23.0
Other,Robin Schenk,9,24.6
Other,Robyn Sherwell,6,9.4
Other,Rockwell,8,24.3
Other,Rod Stewart,7,24.6
Other,Rodrigo,5,17.0
Other,Romaine LaGrande,6,2.1
Other,Rombai,9,12.5
Other,Romeo Santos,10,30.9
Other,Ronan Keating,5,10.6
Other,Rosie Carney,25,4.4
Other,Rothwell,17,43.1
Other,Roxette,15,41.0
Other,Roy Merchant,5,7.4
Other,Roy Orbison,13,16.1
Other,Royal Bliss,80,163.4
Other,Royal Blood,45,107.5
Other,Ruben Rada,10,37.1
Other,Rudimental,22,34.8
Other,Ruelle,42,66.7
Other,Rupert Pope,18,18.2
Other,Rush,280,929.6
Other,Russell Brower,21,80.2
Other,Russian Circles,69,270.8
Other,Ryuichi Sakamoto,6,19.1
Other,SA,7,7.2
Other,SICK PUPPIES,78,225.6
Other,STARSET,8,27.7
Other,STEELHEART,81,295.3
Other,SVRCINA,40,84.6
Other,SYML,99,284.4
Other,Sabaton,39,96.6
